bookid;name;author;genre;lang;rating1;rating2;rating3;rating4;rating5
17860739;Trespassing on Einstein's Lawn: A Father, a Daughter, the Meaning of Nothing, and the Beginning of Everything;Amanda Gefter;Science;English;5;23;70;189;222
17910054;I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban;Malala Yousafzai;Nonfiction;English;8847;11134;44573;92299;116730
17910544;Dust (Silo #3);Hugh Howey;Science Fiction;English;189;1012;7434;22652;24325
17910549;S.;J.J. Abrams;Fiction;English;621;1188;3293;5099;5112
17920210;The Sixth Extinction: An Unnatural History;Elizabeth Kolbert;Nonfiction;English;513;948;4495;11958;11107
17934652;Glitter and Glue;Kelly Corrigan;Autobiography;English;228;770;3496;5502;2871
17934655;Serve to Win: The 14-Day Gluten-Free Plan for Physical and Mental Excellence;Novak Djokovic;Nonfiction;English;17;77;357;434;332
17978134;What Works for Women at Work: Four Patterns Working Women Need to Know;Joan C. Williams;Nonfiction;English;10;19;89;135;131
17986396;Directing Herbert White: Poems;James Franco;Unknown;English;49;73;111;114;72
17993062;The Empathy Exams: Essays;Leslie Jamison;Nonfiction;English;501;1237;2598;3480;2691
18007564;A More Beautiful Question: The Power of Inquiry to Spark Breakthrough Ideas;Warren Berger;Business;English;37;127;485;956;922
18050143;The Second Machine Age: Work, Progress, and Prosperity in a Time of Brilliant Technologies;Erik Brynjolfsson;Nonfiction;English;149;371;1758;3349;2719
18111281;American Modern: Hopper to O'Keeffe;Esther Adler;Art;English;0;1;5;8;4
18114068;The Martian (The Martian #1);Andy Weir;Novels;English;4535;11945;54292;191698;326095
18114083;Zero to One: Notes on Startups, or How to Build the Future;Peter Thiel;Business;English;1452;2453;10384;25349;31269
18143977;A Long Way Home;Saroo Brierley;Nonfiction;English;322;882;5694;13684;12779
18144124;Redeployment;Phil Klay;Short Stories;English;300;900;3872;8015;6067
18170143;Dancing Through It: My Journey in the Ballet;Jenifer Ringer;Nonfiction;English;10;60;207;242;177
18176747;All the Light We Cannot See;Anthony Doerr;Historical;English;7403;17306;72285;216811;336767
18214414;I Am Pilgrim (Pilgrim #1);Terry Hayes;Fiction;English;2155;3167;9504;25519;41995
18218954;An Astronaut's Guide to Life on Earth;Chris Hadfield;Nonfiction;English;655;1102;5024;12166;14227
18240248;The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers;Ben Horowitz;Business;English;472;896;3828;9214;12825
18245960;The Silkworm (Cormoran Strike #2);Robert Galbraith;Mystery;English;1466;4831;30147;75276;50852
18293427;Love, Nina: Despatches from Family Life;Nina Stibbe;Autobiography;English;240;523;1175;1445;963
18295861;I Shall be Near to You;Erin Lindsay McCabe;Historical;English;97;365;1433;2225;1287
18296097;The Three-Body Problem (Remembrance of Earth's Past #1);Liu Cixin;Science Fiction;English;854;3081;11027;24010;21461
18302455;The Storied Life of A.J. Fikry;Gabrielle Zevin;Fiction;English;2881;6508;32181;70948;50932
18364442;The First Fifteen Lives of Harry August;Claire North;Science Fiction;English;929;2171;7148;16300;15831
18405580;The Open Ocean;Francesco Pittau;Environment;English;0;0;1;7;17
18453086;The Circle;Dave Eggers;Fiction;English;6635;19457;47913;50643;24053
18465875;Jacob's Room;Virginia Woolf;Unknown;English;246;732;2187;2229;1281
18505796;Girls Standing on Lawns;Maira Kalman;Art;English;6;29;114;173;96
18505802;Michael Jordan: The Life;Roland Lazenby;Biography;English;19;57;346;1049;1174
18589836;Countdown to Zero Day: Stuxnet and the Launch of the World's First Digital Weapon;Kim Zetter;Nonfiction;English;27;78;544;1274;1107
18595409;10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works;Dan   Harris;Nonfiction;English;1505;2688;9988;19872;16314
18633693;Console Wars: Sega, Nintendo, and the Battle that Defined a Generation;Blake J. Harris;Nonfiction;English;129;409;1373;2479;2018
18635165;All The Emperor's Horses;David Kidd;Unknown;English;2;7;44;75;57
18656827;Fashionable Selby;Todd Selby;Nonfiction;English;2;3;14;44;50
18659415;Beautifully Done (Beautifully Awake #2);Riley Mackenzie;Romance;English;24;50;128;319;357
18662189;The Loyal Lieutenant: Leading Out Lance and Pushing Through the Pain on the Rocky Road to Paris;George Hincapie;Sports;English;19;46;162;140;100
18662473;Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal;Nick Bilton;Business;English;213;420;1984;4293;3916
18667753;The Circle;Dave Eggers;Fiction;English;6636;19459;47914;50648;24058
18667945;T.E. Lawrence: Unravelling the Enigma;Andrew Norman;Unknown;English;0;0;0;0;0
18668059;Give and Take: A Revolutionary Approach to Success;Adam M. Grant;Business;English;257;601;2447;5089;5511
18670661;Popular: Vintage Wisdom for a Modern Geek;Maya Van Wagenen;Nonfiction;English;148;420;1894;3812;3557
18670662;#GIRLBOSS;Sophia Amoruso;Nonfiction;English;2555;5242;13380;15644;15762
18693394;The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph;Ryan Holiday;Philosophy;English;396;926;3133;6310;8569
18693763;Raising the Bar: Integrity and Passion in Life and Business: The Story of Clif Bar Inc.;Gary Erickson;Business;English;12;24;106;168;132
18693910;Organizing Genius: The Secrets of Creative Collaboration;Bennis, Warren;Unknown;English;0;0;3;7;4
18736672;The Invention of News: How the World Came to Know About Itself;Andrew Pettegree;History;English;1;6;26;40;14
18736925;Everything I Never Told You;Celeste Ng;Unknown;English;2715;9675;44751;73386;39729
18773666;Barbarian Days: A Surfing Life;William Finnegan;Nonfiction;English;91;357;1438;3525;4148
18774020;Barbarian Days: A Surfing Life;William Finnegan;Nonfiction;English;91;357;1439;3527;4149
18775365;Astonish Me;Maggie Shipstead;Unknown;English;377;1201;4835;5766;2194
18777578;Capital in the Twenty-First Century;Thomas Piketty;Economics;English;497;778;2817;6323;6362
18802396;A Spy Among Friends: Kim Philby and the Great Betrayal;Ben Macintyre;Nonfiction;English;120;246;1509;4378;3603
18813645;California;Edan Lepucki;Science Fiction;English;960;2788;6469;5009;1729
18867711;The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League;Jeff Hobbs;Nonfiction;English;226;564;2876;7416;7258
18881101;The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League;Jeff Hobbs;Nonfiction;English;226;565;2876;7416;7258
18886735;HALINE;Sundeep Ahuja;Science Fiction;English;3;3;15;12;14
18891716;The Princess and the Foal;Stacy Gregg;Animals;English;10;19;72;136;293
18914012;The Gift of Failure: How the Best Parents Learn to Let Go So Their Children Can Succeed;Jessica Lahey;Parenting;English;19;59;354;889;689
18919798;Last Chance in Texas: The Redemption of Criminal Youth;John Hubner;Nonfiction;English;9;11;57;145;178
18920567;Mission to Paris (Night Soldiers #12);Alan Furst;Historical;English;146;583;2097;2382;1155
18945208;Edge of Eternity (The Century Trilogy #3);Ken Follett;Historical;English;1074;2959;11115;20395;23824
19067276;Thinking in Systems: A Primer;Donella H. Meadows;Nonfiction;English;30;127;564;1417;1877
19132221;The Cuckoo's Egg;Clifford Stoll;Nonfiction;English;94;179;1026;3093;3248
19161852;Means of Ascent: The Years of Lyndon Johnson II (The Years of Lyndon Johnson #2);Robert A. Caro;Biography;English;410;747;2378;4330;8888
19173642;The Spy Who Came In from the Cold (George Smiley);John le CarrÃ©;Fiction;English;364;1868;9831;22104;18306
19286609;The Purple Land;William Henry Hudson;Classics;English;4;20;62;86;49
19322250;Far Away and Long Ago;William Henry Hudson;Unknown;English;5;13;65;79;79
19371645;Richard Butterfield's Power of Persuasion;Richard Butterfield;Unknown;English;0;0;0;3;3
19373802;The Fifth Season (The Broken Earth #1);N.K. Jemisin;Fantasy;English;546;1159;5066;16682;23725
19398490;Working With Unix Processes;Jesse Storimer;Computer Science;English;1;3;35;86;51
19404862;The Paris Winter;Imogen Robertson;Historical;English;61;229;945;1312;586
19486412;The Narrow Road to the Deep North;Richard Flanagan;Fiction;English;1032;2335;6576;13801;14617
19583491;Evita: The Real Lives of Eva Peron;Nicholas Fraser;Biography;English;16;48;216;246;87
19728202;Working With TCP Sockets;Jesse Storimer;Unknown;English;0;0;4;20;14
19816540;All the Light We Cannot See;Anthony Doerr;Historical;English;7403;17307;72287;216819;336781
20233943;Hooked: How to Build Habit-Forming Products;Nir Eyal;Unknown;English;146;475;2175;4485;4165
20263213;Big Little Lies;Liane Moriarty;Mystery;English;5163;10043;59824;195507;202606
20342617;Spartan Up!: A Take-No-Prisoners Guide to Overcoming Obstacles and Achieving Peak Performance in Life;Joe De Sena;Nonfiction;English;32;82;323;457;485
20439328;The Bolter;Frances Osborne;Biography;English;72;261;1014;1326;664
20454102;Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration;Ed Catmull;Business;English;732;1272;4899;12379;17755
20484662;Schoolgirls: Young Women, Self Esteem, and the Confidence Gap;Peggy Orenstein;Nonfiction;English;11;46;222;477;348
20527133;Henri Matisse: The Cut-Outs;Nicholas Cullinan;Art;English;1;1;6;16;55
20604826;Just Mercy: A Story of Justice and Redemption;Bryan Stevenson;Nonfiction;English;254;436;2296;10202;29738
20695981;How to Be Both;Ali Smith;Fiction;English;755;1350;3262;4569;3302
20819685;A Cool and Lonely Courage: The Untold Story of Sister Spies in Occupied France;Susan Ottaway;History;English;0;9;51;70;25
20821043;Dory Fantasmagory (Dory Fantasmagory #1);Abby Hanlon;Childrens;English;37;105;381;773;1038
20821080;Superintelligence: Paths, Dangers, Strategies;Nick Bostrom;Science;English;123;471;1785;2804;2065
20873740;Flash Boys: A Wall Street Revolt;Michael   Lewis;Nonfiction;English;536;1383;7743;20625;18466
20893483;Texts from Jane Eyre: And Other Conversations with Your Favorite Literary Characters;Mallory Ortberg;Humor;English;303;657;2241;2795;1791
20897517;The Bone Clocks;David Mitchell;Fiction;English;2491;5194;15229;27168;20404
20898092;The Secret Place (Dublin Murder Squad #5);Tana French;Mystery;English;791;2608;10523;18774;11064
20930812;Faster, Higher, Stronger: How Sports Science Is Creating a New Generation of Superathletesâ€”and What We Can Learn from Them;Mark McClusky;Nonfiction;English;3;14;102;237;141
20949716;Sapiens: A Brief History of Humankind;Yuval Noah Harari;Nonfiction;English;1308;2423;10387;34473;73842
21413662;Playing Big: Find Your Voice, Your Mission, Your Message;Tara Mohr;Nonfiction;English;25;69;234;541;723
21418013;In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette;Hampton Sides;Nonfiction;English;297;455;1908;5556;6519
21474435;Jane Eyre;Charlotte BrontÃ«;Romance;English;36037;66016;218991;416061;599840
21792828;Peter Pan Must Die (Dave Gurney #4);John Verdon;Mystery;English;35;210;920;1448;957
21806197;No Mud, No Lotus: The Art of Transforming Suffering;Thich Nhat Hanh;Religion;English;7;38;226;742;1099
21856367;What If?: Serious Scientific Answers to Absurd Hypothetical Questions;Randall Munroe;Nonfiction;English;1668;3213;12879;28625;38272
22055137;Lock In (Lock In #1);John Scalzi;Science Fiction;English;816;1782;8812;17857;9560
22078596;Jalakangalum Kavadangalum;M.T. Vasudevan Nair;Unknown;Malayalam;0;1;2;3;7
22115809;Station Eleven;Emily St. John Mandel;Fiction;English;4284;9437;38028;87996;74896
22173463;Mirth and Mischief;Jane Austen;Unknown;English;2;2;2;7;37
22237214;The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution;Walter Isaacson;Nonfiction;English;504;777;3231;7306;7262
22244927;Jaden (Jaded #3);Tijan;New Adult;English;64;124;436;863;1639
22318578;Perfume: The Story of a Murderer (Vintage International);Patrick SÃ¼skind;Mystery;English;6125;13866;45377;86457;93314
22440046;The Girls from Corona del Mar;Rufi Thorpe;Fiction;English;159;568;1709;1798;857
22544758;A Fifty-Year Silence: Love, War, and a Ruined House in France;Miranda Richmond Mouillot;Nonfiction;English;48;175;509;616;383
22551730;A Bad Character;Deepti Kapoor;Fiction;English;21;112;251;198;79
22557272;Ongoingness: The End of a Diary;Sarah Manguso;Autobiography;English;23;107;380;601;593
22587574;The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing (Magic Cleaning #1);Marie KondÅ;Nonfiction;English;4726;13134;40253;54941;46534
22591134;Blake: Poems (Everyman's Library Pocket Poets);William Blake;Unknown;English;38;100;352;590;755
22609522;Triggers: Creating Behavior That Lasts--Becoming the Person You Want to Be;Marshall Goldsmith;Nonfiction;English;48;182;797;1484;1184
22674105;Dead Wake: The Last Crossing of the Lusitania;Erik Larson;Nonfiction;English;1099;2385;13544;36195;27611
22675867;The Girl on the Train;Paula Hawkins;Mystery;English;34040;87633;318732;566342;439901
22675959;Unpacking My Library;Walter Benjamin;Unknown;English;0;4;8;20;13
22738563;Dataclysm: Who We Are (When We Think No One's Looking);Christian Rudder;Nonfiction;English;218;609;2546;3708;2001
22749776;Red Notice: A True Story of High Finance, Murder, and One Man's Fight for Justice;Bill Browder;Nonfiction;English;504;622;2119;6769;11821
22750073;China Rich Girlfriend (Crazy Rich Asians #2);Kevin Kwan;Fiction;English;334;1837;9793;13604;6889
22816087;Killing Monica;Candace Bushnell;Fiction;English;603;1019;1035;542;242
22822858;At Large: Ai Weiwei on Alcatraz;David Spalding;Culture;English;0;1;3;4;5
22823462;We Should All Be Feminists;Chimamanda Ngozi Adichie;Nonfiction;English;561;1153;7094;24947;50065
22875447;Resilience: Hard-Won Wisdom for Living a Better Life;Eric Greitens;Nonfiction;English;31;64;251;601;1179
22875451;The Windup Girl (The Windup Universe #1);Paolo Bacigalupi;Science Fiction;English;1984;4555;12492;20746;13817
22929741;Seveneves;Neal Stephenson;Science Fiction;English;1235;3654;12603;26167;22512
23002924;A Little Life;Hanya Yanagihara;Contemporary;English;3099;4758;11582;27817;61090
23014006;The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing (Magic Cleaning #1);Marie KondÅ;Nonfiction;English;4728;13142;40268;54960;46544
23149647;Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead;Laszlo Bock;Business;English;68;212;1095;2766;2872
23158207;The Royal We;Heather Cocks;Romance;English;811;2184;7842;12516;8215
23167708;The Argonauts;Maggie Nelson;Autobiography;English;479;977;3013;5689;6630
23168277;I Know What Love Is (I Know... #1);Whitney Bianca;Dark;English;118;173;448;688;789
23168823;MONEY Master the Game: 7 Simple Steps to Financial Freedom;Anthony Robbins;Economics;English;285;562;1727;3071;3248
23214263;Mr. Mockingbird Drive;Robert Swartwood;Unknown;English;3;4;7;1;1
23301450;How Google Works;Eric Schmidt;Business;English;260;696;2913;6377;5789
23310161;LAPD '53;James Ellroy;Crime;English;6;26;58;76;40
23359966;The Sympathizer;Viet Thanh Nguyen;Fiction;English;735;1991;7609;15914;13764
23395719;How to Raise an Adult: Break Free of the Overparenting Trap and Prepare Your Kid for Success;Julie Lythcott-Haims;Parenting;English;23;122;600;1570;1572
23618065;The Ingenious Mr Pyke: Inventor, Fugitive, Spy;Henry Hemming;Nonfiction;English;9;30;116;110;54
23677430;Voyage of Strangers;Elizabeth Zelvin;Unknown;English;20;42;107;113;57
23692271;The Day the Crayons Came Home (Crayons);Drew Daywalt;Childrens;English;59;158;964;2882;5700
23848190;The Age of Earthquakes: A Guide to the Extreme Present;Douglas Coupland;Nonfiction;English;8;45;142;275;204
23848571;Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader;Brent Schlender;Biography;English;240;362;1393;3814;4946
24001087;Java in a Nutshell: A Desktop Quick Reference;Benjamin J. Evans;Computer Science;English;0;2;6;21;15
24189224;RECKLESS - Part 5 (The Reckless #5);Alice Ward;Romance;English;3;21;103;156;138
24375664;Sapiens: A Brief History of Humankind;Yuval Noah Harari;Nonfiction;English;1308;2423;10390;34492;73885
24396144;Extreme Ownership: How U.S. Navy SEALs Lead and Win;Jocko Willink;Leadership;English;70;300;1409;3656;5412
24432412;The Pickle Index;Eli Horowitz;Fiction;English;7;21;65;44;15
24459855;The Fall of Princes;Robert Goolrick;Fiction;English;42;118;279;294;134
24694237;City on Fire;Garth Risk Hallberg;Fiction;English;687;1648;3402;3676;2050
24723229;The Dark Forest (Remembrance of Earth's Past #2);Liu Cixin;Fiction;English;127;496;2393;8142;13328
24769588;Pierre the Maze Detective: The Search for the Stolen Maze Stone;Hiro Kamigaki;Unknown;English;1;0;11;18;46
24945396;The Danish Way of Parenting: A Guide To Raising The Happiest Kids in the World;Jessica Joelle Alexander;Parenting;English;13;106;483;820;609
25319219;How to Raise an Adult: Break Free of the Overparenting Trap and Prepare Your Kid for Success;Julie Lythcott-Haims;Parenting;English;23;122;600;1570;1572
